ID,Technique,Description,Tags,Fields,Program,Abstract,Bloc,Relacionades
metac_122,Rúbrica d’avaluació,"## Descripció
Instrument d’avaluació que explicita els criteris de qualitat d’una tasca i els diferents nivells d’assoliment esperats. Ajuda l’alumnat a comprendre què s’espera del seu treball, a autoregular-se i a rebre un feedback més clar i útil.

Una bona rúbrica no és només una taula per qualificar. Funciona com una guia d’aprenentatge: mostra quins aspectes es valoren, com progressa la qualitat d’una producció i què ha de fer l’alumnat per millorar. Es pot utilitzar abans de la tasca per orientar el treball, durant el procés per revisar avenços i al final per avaluar o coavaluar.

## Funcionament
1. Es defineixen els criteris que es valoraran.
2. Es descriuen nivells d’assoliment clars per a cada criteri.
3. Es presenta la rúbrica abans de fer la tasca.
4. L’alumnat la utilitza per planificar, revisar o millorar el seu treball.
5. El professor, els companys o el mateix alumne la fan servir per avaluar i donar feedback.

## Objectius
- Fer explícits els criteris de qualitat.
- Facilitar l’autoavaluació i la coavaluació.
- Donar feedback més concret i orientat a la millora.
- Alinear la tasca, els objectius i l’avaluació.

## Exemple
En una exposició oral sobre un problema ambiental, la rúbrica pot ajudar a preparar la presentació abans de fer-la i a valorar el resultat després. Un exemple senzill seria:

| Criteri | Nivell inicial | Nivell adequat | Nivell avançat |
|---|---|---|---|
| Claredat de l’explicació | Explica el problema de manera confusa o incompleta. | Explica el problema de manera comprensible, amb les idees principals ordenades. | Explica el problema amb precisió, ordre i vocabulari adequat, connectant causes i conseqüències. |
| Ús d’evidències | Inclou poques dades o les utilitza sense relació clara amb l’explicació. | Utilitza algunes dades rellevants per donar suport a les seves idees. | Selecciona evidències pertinents, les interpreta i les utilitza per justificar conclusions. |
| Qualitat de les propostes | Proposa solucions generals o poc relacionades amb el problema. | Proposa solucions coherents amb el problema descrit. | Proposa solucions viables, justificades i connectades amb les evidències analitzades. |
| Comunicació oral i visual | La presentació és difícil de seguir o el suport visual no ajuda. | L’exposició s’entén i el suport visual organitza la informació principal. | La comunicació és clara i segura, i el suport visual millora la comprensió del missatge. |
| Treball en equip | La participació està poc equilibrada o no s’aprecien responsabilitats clares. | L’equip reparteix tasques i tothom participa de manera suficient. | L’equip es coordina bé, reparteix responsabilitats i mostra una participació equilibrada. |

Abans d’exposar, cada grup revisa la seva presentació amb la rúbrica i detecta què ha de millorar. Després, el professor o els companys la utilitzen per donar feedback concret sobre el nivell assolit en cada criteri.","rúbrica, criteris, nivells d’assoliment, avaluació, feedback, autoavaluació, coavaluació","Disseny i anàlisi educativa, Avaluació Formativa i Feedback, Pensament Crític i Metacognició, Comunicació i Creativitat",,"Instrument que explicita criteris i nivells d’assoliment. Serveix per orientar el treball, facilitar autoavaluació, coavaluació i feedback, i fer més transparent l’avaluació.",Marcs educatius,metac_106; metac_029; metac_107
metac_123,Rols cooperatius,"## Descripció
Estratègia d’organització del treball en equip que assigna responsabilitats concretes a cada membre. Serveix perquè la cooperació no depengui només de la bona voluntat del grup, sinó d’una distribució clara de funcions.

Els rols cooperatius ajuden a evitar que uns alumnes assumeixin tota la feina i d’altres hi participin poc. No s’han d’entendre com a càrrecs fixos, sinó com a funcions rotatòries adaptades a l’edat, la tasca i el grau d’autonomia del grup. Funcionen millor quan cada rol té una responsabilitat observable i comprensible.

## Rols habituals
- **Coordinador**: organitza els torns i ajuda a mantenir el focus.
- **Secretari**: registra acords, respostes o conclusions.
- **Portaveu**: comunica al grup classe el que ha treballat l’equip.
- **Responsable del material**: gestiona recursos, fitxes o eines.
- **Controlador del temps**: ajuda a complir els temps previstos.
- **Observador de l’equip**: revisa participació, escolta i cooperació.

## Funcionament
1. Es defineixen els rols necessaris per a l’activitat.
2. S’explica què ha de fer cada rol.
3. Els rols s’assignen o es reparteixen dins l’equip.
4. Durant la tasca, cada alumne compleix la seva funció.
5. Al final, l’equip revisa si els rols han ajudat a treballar millor.

## Objectius
- Millorar la participació equilibrada.
- Afavorir la responsabilitat individual dins l’equip.
- Organitzar millor la cooperació.
- Ajudar l’alumnat a aprendre com es treballa en grup.

## Exemple
En un projecte per crear un pòdcast d’aula, un alumne coordina el repartiment de tasques, un altre escriu el guió, un altre controla el temps de gravació i un altre actua com a portaveu de l’equip. També hi pot haver un responsable de so o de revisió final.

En acabar, l’equip revisa si cada rol ha ajudat a organitzar millor la feina: si el guió era clar, si tothom hi ha participat, si s’han respectat els temps i si el producte final comunica bé el missatge. La tècnica permet que el treball cooperatiu sigui més ordenat i que les responsabilitats siguin visibles.","rols, cooperació, equip, responsabilitat individual, participació, organització","Cohesió i Cooperació, Comunicació i Creativitat, Avaluació Formativa i Feedback",,"Estratègia per repartir responsabilitats dins l’equip. Serveix per millorar la participació, l’organització, la responsabilitat individual i l’eficàcia de l’aprenentatge cooperatiu.",Organització de l’aprenentatge cooperatiu,metac_093; metac_056; metac_035
metac_124,Tertúlia dialògica,"## Descripció
Dinàmica de diàleg igualitari al voltant d’un text, una imatge, una obra, un problema o una experiència compartida. L’alumnat selecciona prèviament fragments o idees significatives i els comenta justificant per què els ha triat.

A diferència d’un debat competitiu, la tertúlia dialògica busca construir comprensió compartida. No es tracta de guanyar una discussió, sinó d’escoltar, argumentar, relacionar idees i ampliar la interpretació inicial a partir de les aportacions dels altres. Es pot utilitzar amb textos literaris, articles científics, notícies, imatges, obres d’art, dilemes ètics o problemes socials.

## Funcionament
1. Se selecciona un text, obra o material comú.
2. Cada alumne escull prèviament un fragment, idea o element que li sembli significatiu.
3. Durant la tertúlia, es comparteixen les eleccions per torns.
4. Cada intervenció explica per què s’ha triat aquell fragment o idea.
5. El grup dialoga, relaciona aportacions i construeix noves interpretacions.
6. Es tanca amb una síntesi o reflexió sobre el que s’ha après.

## Objectius
- Millorar la comprensió profunda.
- Desenvolupar escolta activa i argumentació.
- Afavorir participació i diàleg respectuós.
- Relacionar experiències personals amb continguts culturals, científics o socials.

## Exemple
En literatura, després de llegir un fragment d’una novel·la sobre una decisió difícil d’un personatge, cada alumne selecciona una frase que li hagi semblat significativa. Durant la tertúlia, alguns comenten els motius del personatge, altres relacionen el fragment amb experiències humanes generals i altres analitzen el llenguatge utilitzat.

El professor no busca una única interpretació correcta, sinó que ajuda el grup a justificar les seves aportacions, escoltar punts de vista diferents i construir una comprensió més rica del text.","diàleg, tertúlia, argumentació, escolta activa, comprensió, participació","Comunicació i Creativitat, Pensament Crític i Metacognició, Processament i Anàlisi de la informació, Cohesió i Cooperació",,"Dinàmica de diàleg igualitari sobre un material comú. Serveix per millorar comprensió, argumentació, escolta activa i construcció compartida de significat.",Metodologies actives; Organització de l’aprenentatge cooperatiu,metac_090; metac_057; metac_069
metac_125,"Afirmació, evidència i raonament (CER)","## Descripció
CER, sigla de *Claim-Evidence-Reasoning*, és una estructura d'argumentació en què l'alumnat construeix una explicació completa a partir de tres elements: una afirmació clara, evidències que la sostenen i un raonament que connecta aquestes evidències amb l'afirmació.

Es pot utilitzar en ciències, història, economia, filosofia, llengua o qualsevol àrea on calgui justificar una resposta. Ajuda a evitar respostes basades només en opinions i obliga a distingir entre allò que s'afirma, les dades que ho recolzen i l'explicació que permet unir ambdues coses.

## Funcionament
1. Es planteja una pregunta, problema, fenomen, text, imatge o conjunt de dades.
2. L'alumnat formula una afirmació o resposta inicial.
3. Selecciona evidències rellevants: dades, observacions, cites, resultats experimentals o informació d'una font.
4. Redacta el raonament que explica per què aquestes evidències donen suport a l'afirmació.
5. Revisa si l'afirmació és precisa, si les evidències són suficients i si el raonament estableix una relació lògica.
6. Es pot compartir en parelles o grups per rebre feedback i millorar l'explicació.

## Semblances amb «Què et fa dir això?»
- Ambdues tècniques demanen justificar una idea amb evidències.
- Totes dues ajuden a diferenciar observacions, interpretacions i raons.
- Ambdues desenvolupen pensament crític i eviten respostes poc fonamentades.
- Es poden aplicar a imatges, textos, fenòmens científics, problemes socials o situacions d'aula.

## Diferències amb «Què et fa dir això?»
- «Què et fa dir això?» sol partir d'una interpretació inicial i pregunta pels indicis que la sostenen.
- CER exigeix una estructura més completa i explícita: afirmació, evidència i raonament.
- CER no es limita a justificar una interpretació; demana explicar per què l'evidència permet sostenir l'afirmació.
- CER és especialment útil per escriure explicacions científiques, conclusions de pràctiques, respostes argumentades o anàlisis de dades.
- «Què et fa dir això?» funciona molt bé com a rutina breu d'observació; CER funciona millor com a marc per elaborar respostes més completes.

## Exemple
En una pràctica de biologia, l'alumnat observa que unes llavors han germinat millor amb presència d'aigua que sense aigua. La pregunta és: “L'aigua és necessària per a la germinació?”.

- **Afirmació**: L'aigua és necessària perquè les llavors germinin.
- **Evidència**: En el grup amb aigua van germinar 18 de 20 llavors, mentre que en el grup sense aigua no en va germinar cap.
- **Raonament**: La germinació requereix que la llavor activi el metabolisme i rehidrati els teixits. Les dades mostren que les llavors amb aigua van iniciar el procés i les que no van rebre aigua no ho van fer. Per això, la diferència entre ambdós grups dona suport a l'afirmació que l'aigua és necessària per a la germinació.","argumentació, evidències, raonament, pensament crític, explicació científica, justificació, comunicació escrita","Rutines de pensament, Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Comunicació i Creativitat",,"Estructura d'argumentació en què l'alumnat formula una afirmació, selecciona evidències i explica mitjançant raonament per què aquestes evidències sostenen l'afirmació. Serveix per desenvolupar pensament crític, explicació científica, anàlisi de dades i respostes justificades.",Metodologies actives,metac_126; metac_001; metac_008
metac_126,Indagació guiada per l'argumentació (ADI),"## Descripció
ADI, sigla de *Argument-Driven Inquiry*, és una metodologia d'indagació en què l'alumnat investiga una pregunta, analitza evidències, construeix un argument, el defensa davant d'altres grups, revisa la seva explicació i elabora un informe final.

El seu tret distintiu és que la investigació no acaba quan s'obtenen dades. L'alumnat ha de convertir aquestes dades en un argument, sotmetre'l a crítica, revisar les seves idees i comunicar una explicació més ben fonamentada. Per això resulta especialment adequada per a pràctiques de laboratori, anàlisi de dades, problemes científics i qüestions sociocientífiques.

## Funcionament
1. Es presenta una tasca i una pregunta guia investigable.
2. Els grups dissenyen un mètode d'investigació o analitzen un conjunt de dades.
3. Recullen, organitzen i interpreten evidències.
4. Elaboren un argument temptatiu amb afirmació, evidències i justificació.
5. Participen en una sessió d'argumentació on presenten el seu argument i responen preguntes d'altres grups.
6. Revisen la seva explicació a partir de les crítiques, dubtes o evidències addicionals.
7. Redacten un informe final amb la pregunta, el mètode, les evidències, l'argument i la revisió realitzada.
8. Reflexionen sobre la qualitat de la investigació i de l'argumentació.

## Diferències rellevants amb CER
- CER és una estructura per formular una explicació argumentada; ADI és una metodologia completa d'indagació.
- CER organitza la resposta en afirmació, evidència i raonament; ADI inclou a més disseny d'investigació, anàlisi de dades, discussió entre grups, revisió i informe final.
- CER es pot utilitzar en una activitat breu; ADI sol ocupar una seqüència de diverses sessions.
- CER pot formar part d'ADI com a estructura per redactar l'argument.

## Diferències rellevants amb l'aprenentatge basat en indagació
- L'aprenentatge basat en indagació se centra a investigar preguntes, fenòmens o problemes; ADI afegeix una fase explícita d'argumentació pública i crítica entre iguals.
- En la indagació general pot ser suficient elaborar una explicació o conclusió; en ADI l'argument s'ha de defensar, revisar i transformar en un informe final.
- ADI té una seqüència més pautada, especialment útil quan es vol ensenyar l'alumnat a argumentar científicament.

## Exemple
En biologia, el professor planteja la pregunta: “Influeix la llum en la germinació de les llavors?”. Cada grup dissenya una petita investigació amb llavors en condicions de llum i foscor, controla variables com l'aigua i la temperatura, i registra els resultats durant diversos dies.

Després, cada grup prepara un argument temptatiu. Per exemple: “La llum no és necessària per a la germinació inicial, perquè en ambdós grups va germinar un nombre semblant de llavors”. Durant la sessió d'argumentació, altres grups pregunten si es va controlar bé la humitat, si el nombre de llavors era suficient o si es va mesurar només la germinació o també el creixement.

A partir d'aquestes preguntes, cada grup revisa la seva explicació i redacta un informe final. L'activitat no es limita a obtenir dades, sinó que ensenya a defensar, qüestionar i millorar una explicació basada en evidències.","indagació, argumentació, evidències, investigació, pensament científic, revisió, informe, comunicació científica","Construcció de coneixement, Processament i Anàlisi de la informació, Pensament Crític i Metacognició, Comunicació i Creativitat, Avaluació Formativa i Feedback, Cohesió i Cooperació",,"Metodologia d'indagació en què l'alumnat investiga una pregunta, analitza evidències, construeix un argument, el defensa davant d'altres grups, revisa la seva explicació i elabora un informe final. Serveix per desenvolupar pensament científic, argumentació, comunicació i revisió basada en evidències.",Metodologies actives,metac_125; metac_008; metac_010
metac_127,"Prediu, observa, explica (POE)","## Descripció
Prediu, observa, explica (POE) és una tècnica en què l'alumnat anticipa què creu que passarà davant d'un fenomen, experiment, problema o situació, observa què passa realment i després elabora una explicació que compari la seva predicció amb l'evidència obtinguda.

És especialment útil per fer visibles les idees prèvies, detectar concepcions alternatives i promoure el canvi conceptual. Tot i que s'utilitza sovint en ciències, també es pot aplicar en matemàtiques, tecnologia, economia, geografia o anàlisi de situacions socials quan es vol contrastar una hipòtesi amb dades, observacions o resultats.

## Funcionament
1. El professor planteja una situació, fenomen, experiment, gràfic, problema o cas.
2. Cada alumne prediu què passarà i justifica breument la seva predicció.
3. Es realitza l'observació: experiment, simulació, anàlisi de dades, lectura de resultats o comprovació del cas.
4. L'alumnat compara el que ha observat amb el que havia predit.
5. Redacta una explicació que relacioni predicció, evidència i coneixement treballat.
6. Es pot tancar amb una posada en comú per revisar idees inicials i aclarir conceptes.

## Objectius
- Activar coneixements previs i fer explícites les hipòtesis inicials.
- Contrastar prediccions amb evidències.
- Afavorir el canvi conceptual i la revisió d'idees.
- Desenvolupar explicació raonada a partir d'observacions o dades.

## Exemple
En biologia, el professor pregunta: “Què passarà si col·loquem una patata pelada en aigua molt salada durant una hora?”. Abans d'observar el resultat, cada alumne prediu si la patata guanyarà aigua, perdrà aigua o no canviarà, i justifica la seva resposta.

Després es realitza l'experiència. L'alumnat observa que la patata perd fermesa i massa. A continuació, compara el resultat amb la seva predicció i explica el procés mitjançant l'osmosi: l'aigua surt de les cèl·lules cap al medi més concentrat en sal. La tècnica ajuda a revisar idees intuïtives sobre el moviment de l'aigua i a construir una explicació basada en evidències.","predicció, observació, explicació, hipòtesi, evidències, canvi conceptual, pensament científic","Rutines de pensament, Activació de coneixements previs, Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Avaluació Formativa i Feedback",,"Tècnica en què l'alumnat prediu què passarà, observa el resultat i explica la diferència entre la seva predicció i l'evidència obtinguda. Serveix per activar idees prèvies, contrastar hipòtesis, detectar concepcions alternatives i afavorir el canvi conceptual.",Metodologies actives,metac_045; metac_008; metac_074; metac_099; metac_125; metac_034
metac_128,Model d'argumentació de Toulmin,"## Descripció
El model d'argumentació de Toulmin és una eina per analitzar i construir arguments amb més precisió. Ajuda l'alumnat a distingir entre l'afirmació que es defensa, les dades que la recolzen, la garantia que connecta aquestes dades amb l'afirmació, el suport d'aquesta garantia, els matisadors i les possibles objeccions o refutacions.

És especialment útil quan no n'hi ha prou amb donar una resposta correcta, sinó que cal justificar una posició, valorar evidències, anticipar contraarguments o defensar una conclusió en temes complexos. Es pot aplicar en ciències, filosofia, història, economia, llengua, ciutadania o anàlisi de notícies.

## Funcionament
1. Es planteja una qüestió, problema, text, cas o dilema que admeti argumentació.
2. L'alumnat formula una afirmació o tesi.
3. Identifica les dades o evidències que donen suport a aquesta afirmació.
4. Explica la garantia: per què aquestes dades permeten sostenir l'afirmació.
5. Afegeix suport si la garantia necessita fonament addicional.
6. Incorpora matisadors, com “probablement”, “en aquestes condicions” o “segons les dades disponibles”.
7. Identifica possibles objeccions, excepcions o refutacions.
8. Revisa l'argument per fer-lo més sòlid i equilibrat.

## Elements principals
- **Afirmació**: idea o conclusió que es defensa.
- **Dades o evidències**: informació que dona suport a l'afirmació.
- **Garantia**: relació lògica que connecta les dades amb l'afirmació.
- **Suport**: fonament addicional de la garantia.
- **Matisador**: grau de seguretat o abast de l'afirmació.
- **Refutació**: condicions, excepcions o objeccions que limiten l'argument.

## Relació amb CER
CER és més senzill i directe: afirmació, evidència i raonament. El model de Toulmin permet anar més enllà quan l'argument necessita matisos, garanties explícites o consideració d'objeccions. Per això es pot utilitzar després de CER, com una ampliació per a arguments més complexos.

## Exemple
En economia, l'alumnat analitza l'afirmació: “Pujar el preu dels productes amb molt sucre pot reduir-ne el consum”.

- **Afirmació**: Un impost sobre begudes ensucrades pot reduir-ne el consum.
- **Dades**: Si augmenta el preu, algunes famílies en compren menys quantitat o busquen alternatives més barates.
- **Garantia**: El preu influeix en les decisions de consum.
- **Suport**: La teoria de la demanda indica que, en molts béns, quan puja el preu disminueix la quantitat demandada.
- **Matisador**: Pot reduir el consum, sobretot si hi ha alternatives accessibles.
- **Refutació**: Si el producte té una demanda molt inelàstica o l'augment de preu és petit, l'efecte pot ser limitat.

La tècnica ajuda que l'alumnat no només defensi una posició, sinó que reconegui les seves condicions i límits.","argumentació, Toulmin, evidències, garanties, refutació, pensament crític, debat, raonament","Pensament Crític i Metacognició, Comunicació i Creativitat, Processament i Anàlisi de la informació, Avaluació Formativa i Feedback",,"Eina per construir i analitzar arguments distingint afirmació, dades, garantia, suport, matisadors i refutacions. Serveix per millorar l'argumentació, valorar evidències, anticipar objeccions i defensar conclusions amb més precisió.",Metodologies actives; Marcs educatius,metac_125; metac_126; metac_090; metac_024; metac_042; metac_113; metac_124
metac_129,Revisió entre iguals (peer review),"## Descripció
La revisió entre iguals és una tècnica d'avaluació formativa en què l'alumnat revisa el treball dels companys i ofereix comentaris orientats a la millora. No consisteix només a corregir errors, sinó a contrastar una producció amb criteris clars i proposar millores concretes.

Es pot utilitzar amb textos, informes de laboratori, presentacions, projectes, mapes conceptuals, productes digitals, arguments, portfolios o qualsevol tasca que pugui millorar mitjançant revisió. Funciona millor quan l'alumnat disposa d'una guia, rúbrica, llista de comprovació o preguntes de revisió.

## Funcionament
1. El professor presenta els criteris de qualitat o una guia de revisió.
2. Cada alumne o equip lliura un esborrany, producte inicial o explicació provisional.
3. Un altre alumne o equip revisa el treball seguint els criteris acordats.
4. El revisor assenyala aspectes assolits, dubtes i propostes de millora.
5. L'autor decideix quins canvis incorpora i justifica les millores realitzades.
6. Es pot tancar amb una breu reflexió sobre què ha canviat entre la primera versió i la final.

## Objectius
- Millorar la qualitat de les produccions abans del lliurament final.
- Desenvolupar capacitat d'anàlisi, feedback i autoregulació.
- Fer visibles els criteris de qualitat.
- Afavorir la responsabilitat compartida i la millora progressiva.

## Consells pràctics
- Utilitzar criteris clars i pocs aspectes de revisió cada vegada.
- Demanar comentaris concrets, no valoracions vagues.
- Separar la revisió formativa de la qualificació final.
- Ensenyar l'alumnat a formular suggeriments respectuosos i útils.
- Donar temps per revisar i millorar després de rebre feedback.

## Exemple
En una activitat de llengua, cada alumne escriu un text argumentatiu sobre l'ús del mòbil a l'institut. Abans de lliurar-lo, intercanvia l'esborrany amb un company. La revisió se centra en tres aspectes: claredat de la tesi, ús d'evidències i presència d'un contraargument.

El revisor assenyala una idea clara del text, una part que no s'entén bé i una millora concreta. Després, l'autor revisa el text: reformula la tesi, afegeix una dada i millora el contraargument. La tècnica converteix l'avaluació en una oportunitat real de millora abans de la versió final.","revisió entre iguals, feedback, coavaluació, millora, rúbrica, esborrany, avaluació formativa","Avaluació Formativa i Feedback, Pensament Crític i Metacognició, Comunicació i Creativitat, Cohesió i Cooperació, Processament i Anàlisi de la informació",,"Tècnica d'avaluació formativa en què l'alumnat revisa treballs dels companys amb criteris clars i ofereix comentaris per millorar-los. Serveix per desenvolupar feedback, autoregulació, coavaluació i millora progressiva de produccions.",Metodologies actives,metac_122; metac_077; metac_044; metac_029; metac_126; metac_124; metac_090
metac_130,Dues estrelles i un desig,"## Descripció
Dues estrelles i un desig és una tècnica senzilla de feedback formatiu. L'alumnat revisa una producció pròpia o d'un company i formula dos aspectes positius, les estrelles, i una proposta concreta de millora, el desig.

Resulta útil perquè equilibra reconeixement i millora. Evita que la revisió es converteixi només en correcció d'errors i ajuda que els comentaris siguin breus, comprensibles i orientats a l'acció.

## Funcionament
1. Es presenta una tasca, esborrany, exposició, producte o resposta.
2. L'alumnat revisa el treball amb criteris clars.
3. Escriu dues estrelles: dos aspectes assolits o ben resolts.
4. Escriu un desig: una millora concreta i realitzable.
5. L'autor revisa el feedback rebut i decideix quin canvi aplicarà.

## Exemple
Després d'una exposició oral sobre un problema ambiental, un company escriu: “Estrella 1: l'explicació de les causes ha estat clara. Estrella 2: les imatges ajudaven a entendre el problema. Desig: seria millor afegir una dada que justifiqui la proposta final”. El grup revisa la presentació abans de lliurar-la de forma definitiva.","feedback, coavaluació, millora, revisió, avaluació formativa, comentaris","Avaluació Formativa i Feedback, Comunicació i Creativitat, Pensament Crític i Metacognició, Cohesió i Cooperació",,"Tècnica de feedback formatiu en què s'assenyalen dos aspectes positius i una millora concreta. Serveix per revisar treballs de forma breu, equilibrada i orientada a la millora.",Metodologies actives,metac_129; metac_122; metac_029; metac_096; metac_107
metac_131,Concept Cartoon,"## Descripció
Concept Cartoon és una tècnica que presenta una situació mitjançant una vinyeta o escena amb diversos personatges que expressen idees diferents sobre un fenomen, problema o concepte. L'alumnat ha d'analitzar les afirmacions, decidir amb quina està d'acord, justificar-ho i revisar les seves idees amb evidències.

És especialment útil per detectar concepcions alternatives, iniciar una indagació o provocar conflicte cognitiu. Es pot utilitzar en ciències, matemàtiques, tecnologia, ciències socials o educació ètica.

## Funcionament
1. Es mostra una vinyeta amb diversos personatges que ofereixen explicacions diferents.
2. L'alumnat identifica què pensa cada personatge.
3. Decideix quina afirmació li sembla més adequada o proposa una alternativa.
4. Justifica la seva elecció amb raons, dades o exemples.
5. Es contrasta amb una observació, experiment, lectura o discussió guiada.
6. L'alumnat revisa la seva explicació inicial.

## Exemple
En física, una vinyeta mostra tres alumnes parlant sobre una pilota que cau. Un diu que els objectes pesants sempre cauen abans, un altre que tots cauen igual si no hi ha aire i un altre que depèn de la forma. La classe discuteix les idees, fa una petita experiència o analitza un vídeo i revisa les explicacions sobre la caiguda dels cossos.","vinyeta, concepcions alternatives, conflicte cognitiu, hipòtesis, evidències, indagació","Activació de coneixements previs, Pensament Crític i Metacognició, Construcció de coneixement, Processament i Anàlisi de la informació, Comunicació i Creativitat",,"Tècnica que usa vinyetes amb personatges que expressen idees diferents sobre un fenomen o concepte. Serveix per detectar concepcions alternatives, provocar conflicte cognitiu i justificar explicacions amb evidències.",Metodologies actives,metac_099; metac_127; metac_045; metac_008; metac_001; metac_125
metac_132,Model Frayer,"## Descripció
El model Frayer és un organitzador gràfic per comprendre conceptes. Normalment es divideix en quatre parts: definició, característiques, exemples i no exemples. Ajuda l'alumnat a precisar el significat d'un terme i a diferenciar-lo d'idees properes o confuses.

Es pot aplicar en ciències, matemàtiques, llengua, història, economia o qualsevol matèria amb vocabulari conceptual. És útil en introduir conceptes nous, revisar vocabulari acadèmic o comprovar si l'alumnat distingeix casos i contraexemples.

## Funcionament
1. Es tria un concepte clau.
2. L'alumnat escriu una definició amb les seves paraules.
3. Afegeix característiques essencials del concepte.
4. Proposa exemples que compleixen la definició.
5. Proposa no exemples i explica per què no pertanyen al concepte.
6. Es revisa col·lectivament per ajustar precisió i comprensió.

## Exemple
En matemàtiques, per al concepte “funció”, l'alumnat escriu una definició, indica característiques com que a cada valor d'entrada li correspon un únic valor de sortida, afegeix exemples de funcions mitjançant taules o gràfiques i no exemples on un mateix valor d'entrada té dues sortides diferents.","conceptes, vocabulari, exemples, no exemples, organitzador gràfic, comprensió","Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Comunicació i Creativitat",,"Organitzador gràfic per treballar conceptes mitjançant definició, característiques, exemples i no exemples. Serveix per precisar vocabulari acadèmic, diferenciar conceptes i millorar la comprensió.",Metodologies actives,metac_004; metac_022; metac_063; metac_069; metac_100; metac_103
metac_133,"Afirmació, suport i pregunta (Claim-Support-Question)","## Descripció
Afirmació, suport i pregunta, o *Claim-Support-Question*, és una rutina de pensament per analitzar una idea, text, imatge, dada o explicació. L'alumnat formula una afirmació, aporta suport o evidència que la sosté i acaba amb una pregunta que obre noves possibilitats d'anàlisi.

És una tècnica més lleugera que CER. No exigeix construir una explicació completa, però sí que obliga a justificar una idea i a mantenir oberta la indagació mitjançant una pregunta rellevant.

## Funcionament
1. Es presenta un estímul: text, imatge, gràfic, notícia, experiment o problema.
2. L'alumnat formula una afirmació sobre el que interpreta o conclou.
3. Afegeix un suport: dada, cita, observació, exemple o raó.
4. Formula una pregunta que ajudi a continuar pensant o investigant.
5. Es comparteixen respostes i es revisa la qualitat de les afirmacions, suports i preguntes.

## Exemple
En història, després d'analitzar un gràfic sobre població urbana, un alumne escriu: “Afirmació: les ciutats van créixer molt durant la industrialització. Suport: el gràfic mostra un augment sostingut de població urbana entre 1850 i 1900. Pregunta: aquest creixement va ser igual en tots els grups socials o va afectar més uns que altres?”.","afirmació, suport, pregunta, evidències, pensament crític, indagació","Rutines de pensament, Pensament Crític i Metacognició, Processament i Anàlisi de la informació, Construcció de coneixement, Comunicació i Creativitat",,"Rutina en què l'alumnat formula una afirmació, aporta un suport o evidència i planteja una pregunta. Serveix per justificar idees i obrir noves línies d'anàlisi o indagació.",Metodologies actives,metac_125; metac_001; metac_099; metac_128; metac_090; metac_075
metac_134,Mapa d'arguments,"## Descripció
El mapa d'arguments és una tècnica visual per representar l'estructura d'una argumentació. Permet mostrar la tesi, les raons que la sostenen, les evidències, les objeccions, les respostes a aquestes objeccions i les relacions entre les parts.

Ajuda l'alumnat a veure si un argument està ben sostingut, si falten evidències, si hi ha salts lògics o si existeixen contraarguments que s'han de considerar. És útil per a debats, textos argumentatius, anàlisi de notícies, dilemes ètics o problemes científics i socials.

## Funcionament
1. S'identifica la tesi o afirmació principal.
2. S'afegeixen raons que la sostenen.
3. S'incorporen evidències per a cada raó.
4. Es representen objeccions o contraarguments.
5. S'afegeixen respostes o matisos davant d'aquestes objeccions.
6. Es revisa la solidesa del conjunt i es millora l'argument.

## Exemple
En ciutadania, l'alumnat construeix un mapa sobre la pregunta: “S'ha de limitar l'ús del mòbil a l'institut?”. Al centre col·loca la tesi, al voltant afegeix raons a favor i en contra, evidències de convivència o aprenentatge i possibles condicions, com usos permesos per a tasques concretes.","argumentació, mapa, evidències, objeccions, contraarguments, pensament crític","Pensament Crític i Metacognició, Comunicació i Creativitat, Processament i Anàlisi de la informació, Avaluació Formativa i Feedback",,"Tècnica visual per representar tesi, raons, evidències, objeccions i contraarguments. Serveix per analitzar la solidesa d'una argumentació i millorar textos, debats o decisions justificades.",Metodologies actives,metac_128; metac_125; metac_024; metac_090; metac_042; metac_113; metac_124
