ID,Technique,Description,Tags,Fields,Program,Abstract,Block,Related
metac_124,Dialogic Gathering,"## Description
A dialogic activity based on egalitarian dialogue around a text, image, work of art, problem or shared experience. Students previously select meaningful fragments or ideas and comment on them by explaining why they chose them.

Unlike a competitive debate, a dialogic gathering aims to build shared understanding. The goal is not to win an argument, but to listen, reason, connect ideas and expand initial interpretations through the contributions of others. It can be used with literary texts, scientific articles, news items, images, works of art, ethical dilemmas or social problems.

## How it works
1. Select a common text, work or material.
2. Each student previously chooses a fragment, idea or element they find meaningful.
3. During the gathering, students share their choices in turns.
4. Each contribution explains why that fragment or idea was chosen.
5. The group dialogues, connects contributions and builds new interpretations.
6. The activity closes with a synthesis or reflection on what has been learned.

## Objectives
- Improve deep understanding.
- Develop active listening and argumentation.
- Promote participation and respectful dialogue.
- Connect personal experiences with cultural, scientific or social content.

## Example
In literature, after reading an excerpt from a novel about a character facing a difficult decision, each student selects a sentence they find meaningful. During the gathering, some students comment on the character’s motives, others connect the excerpt with general human experiences and others analyze the language used.

The teacher does not look for a single correct interpretation, but helps the group justify contributions, listen to different points of view and build a richer understanding of the text.","dialogue, gathering, argumentation, active listening, comprehension, participation","Communication and Creativity, Critical Thinking and Metacognition, Information Processing and Analysis, Cohesion and Cooperation",,"Dialogic activity based on a common material. It is used to improve comprehension, argumentation, active listening and shared construction of meaning.",Active Methodologies; Cooperative Learning Organization,metac_090; metac_057; metac_069
metac_125,"Claim, Evidence and Reasoning (CER)","## Description
CER, short for *Claim-Evidence-Reasoning*, is an argumentation structure in which students build a complete explanation from three elements: a clear claim, evidence that supports it, and reasoning that connects the evidence to the claim.

It can be used in science, history, economics, philosophy, language arts or any subject where students need to justify an answer. It helps avoid responses based only on opinion and requires students to distinguish what they claim, the data that support it and the explanation that links both.

## Procedure
1. A question, problem, phenomenon, text, image or data set is presented.
2. Students formulate a claim or initial answer.
3. They select relevant evidence: data, observations, quotations, experimental results or information from a source.
4. They write the reasoning that explains why the evidence supports the claim.
5. They review whether the claim is precise, whether the evidence is sufficient and whether the reasoning establishes a logical connection.
6. The response can be shared in pairs or groups to receive feedback and improve the explanation.

## Similarities with “What makes you say that?”
- Both techniques ask students to justify an idea with evidence.
- Both help distinguish observations, interpretations and reasons.
- Both develop critical thinking and prevent unsupported answers.
- Both can be applied to images, texts, scientific phenomena, social problems or classroom situations.

## Differences from “What makes you say that?”
- “What makes you say that?” usually starts from an initial interpretation and asks for the clues that support it.
- CER requires a more complete and explicit structure: claim, evidence and reasoning.
- CER does not only justify an interpretation; it asks students to explain why the evidence supports the claim.
- CER is especially useful for scientific explanations, lab conclusions, argued answers or data analysis.
- “What makes you say that?” works very well as a short observation routine; CER works better as a framework for more complete written or oral explanations.

## Example
In a biology lab, students observe that some seeds germinated better with water than without water. The question is: “Is water necessary for germination?”.

- **Claim**: Water is necessary for seeds to germinate.
- **Evidence**: In the group with water, 18 out of 20 seeds germinated, whereas in the group without water none germinated.
- **Reasoning**: Germination requires the seed to activate its metabolism and rehydrate its tissues. The data show that seeds with water began the process and those without water did not. Therefore, the difference between the two groups supports the claim that water is necessary for germination.","argumentation, evidence, reasoning, critical thinking, scientific explanation, justification, written communication","Thinking Routines, Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Communication and Creativity",,"Argumentation structure in which students formulate a claim, select evidence and explain through reasoning why that evidence supports the claim. It helps develop critical thinking, scientific explanation, data analysis and justified responses.",Active Methodologies,metac_126; metac_001; metac_008
metac_126,Argument-Driven Inquiry (ADI),"## Description
ADI, short for *Argument-Driven Inquiry*, is an inquiry methodology in which students investigate a question, analyse evidence, build an argument, defend it before other groups, revise their explanation and produce a final report.

Its distinctive feature is that the investigation does not end when data are obtained. Students must turn those data into an argument, submit it to critique, revise their ideas and communicate a better-supported explanation. For this reason, it is especially suitable for laboratory work, data analysis, scientific problems and socioscientific issues.

## Procedure
1. A task and an investigable guiding question are presented.
2. Groups design an investigation method or analyse a data set.
3. They collect, organise and interpret evidence.
4. They develop a tentative argument with a claim, evidence and justification.
5. They participate in an argumentation session where they present their argument and answer questions from other groups.
6. They revise their explanation based on criticism, questions or additional evidence.
7. They write a final report including the question, method, evidence, argument and revisions made.
8. They reflect on the quality of the investigation and the argumentation.

## Relevant differences from CER
- CER is a structure for formulating an argued explanation; ADI is a complete inquiry methodology.
- CER organises the response into claim, evidence and reasoning; ADI also includes investigation design, data analysis, group discussion, revision and a final report.
- CER can be used in a short activity; ADI usually takes a sequence of several sessions.
- CER can be part of ADI as the structure for writing the argument.

## Relevant differences from inquiry-based learning
- Inquiry-based learning focuses on investigating questions, phenomena or problems; ADI adds an explicit phase of public argumentation and peer critique.
- In general inquiry, producing an explanation or conclusion may be enough; in ADI the argument must be defended, revised and transformed into a final report.
- ADI follows a more structured sequence, especially useful when the aim is to teach students how to argue scientifically.

## Example
In biology, the teacher asks: “Does light affect seed germination?”. Each group designs a small investigation with seeds in light and dark conditions, controls variables such as water and temperature, and records results over several days.

Then each group prepares a tentative argument. For example: “Light is not necessary for initial germination, because a similar number of seeds germinated in both groups”. During the argumentation session, other groups ask whether humidity was properly controlled, whether the number of seeds was sufficient, or whether the group measured only germination or also growth.

Based on these questions, each group revises its explanation and writes a final report. The activity is not limited to obtaining data: it teaches students to defend, question and improve an evidence-based explanation.","inquiry, argumentation, evidence, investigation, scientific thinking, revision, report, scientific communication","Knowledge Building, Information Processing and Analysis, Critical Thinking and Metacognition, Communication and Creativity, Formative Assessment and Feedback, Cohesion and Cooperation",,"Inquiry methodology in which students investigate a question, analyse evidence, build an argument, defend it before other groups, revise their explanation and produce a final report. It helps develop scientific thinking, argumentation, communication and evidence-based revision.",Active Methodologies,metac_125; metac_008; metac_010
metac_127,"Predict, Observe, Explain (POE)","## Description
Predict, Observe, Explain (POE) is a technique in which students anticipate what they think will happen in response to a phenomenon, experiment, problem or situation, observe what actually happens and then produce an explanation that compares their prediction with the evidence obtained.

It is especially useful for making prior ideas visible, detecting alternative conceptions and promoting conceptual change. Although it is often used in science, it can also be applied in mathematics, technology, economics, geography or the analysis of social situations when the aim is to test a hypothesis against data, observations or results.

## Procedure
1. The teacher presents a situation, phenomenon, experiment, graph, problem or case.
2. Each student predicts what will happen and briefly justifies the prediction.
3. Observation takes place: experiment, simulation, data analysis, reading of results or case verification.
4. Students compare what they observed with what they had predicted.
5. They write an explanation that connects prediction, evidence and the knowledge being studied.
6. The activity can end with a whole-class discussion to review initial ideas and clarify concepts.

## Objectives
- Activate prior knowledge and make initial hypotheses explicit.
- Compare predictions with evidence.
- Promote conceptual change and revision of ideas.
- Develop reasoned explanation from observations or data.

## Example
In biology, the teacher asks: “What will happen if we place a peeled potato in very salty water for one hour?”. Before observing the result, each student predicts whether the potato will gain water, lose water or remain unchanged, and justifies the answer.

The experiment is then carried out. Students observe that the potato loses firmness and mass. They then compare the result with their prediction and explain the process through osmosis: water leaves the cells and moves into the medium with a higher salt concentration. The technique helps students revise intuitive ideas about water movement and build an evidence-based explanation.","prediction, observation, explanation, hypothesis, evidence, conceptual change, scientific thinking","Thinking Routines, Prior Knowledge Activation, Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Formative Assessment and Feedback",,"Technique in which students predict what will happen, observe the result and explain the difference between their prediction and the evidence obtained. It helps activate prior ideas, test hypotheses, detect alternative conceptions and promote conceptual change.",Active Methodologies,metac_045; metac_008; metac_074; metac_099; metac_125; metac_034
metac_128,Toulmin's Argumentation Model,"## Description
Toulmin's argumentation model is a tool for analysing and constructing arguments more precisely. It helps students distinguish between the claim being defended, the data that support it, the warrant that connects the data to the claim, the backing for that warrant, qualifiers and possible objections or rebuttals.

It is especially useful when giving a correct answer is not enough and students need to justify a position, evaluate evidence, anticipate counterarguments or defend a conclusion on complex topics. It can be applied in science, philosophy, history, economics, language arts, citizenship or news analysis.

## Procedure
1. A question, problem, text, case or dilemma that allows argumentation is presented.
2. Students formulate a claim or thesis.
3. They identify the data or evidence that support the claim.
4. They explain the warrant: why those data support the claim.
5. They add backing if the warrant needs further support.
6. They include qualifiers such as “probably”, “under these conditions” or “according to the available data”.
7. They identify possible objections, exceptions or rebuttals.
8. They revise the argument to make it stronger and more balanced.

## Main elements
- **Claim**: idea or conclusion being defended.
- **Data or evidence**: information that supports the claim.
- **Warrant**: logical connection between the data and the claim.
- **Backing**: additional support for the warrant.
- **Qualifier**: degree of certainty or scope of the claim.
- **Rebuttal**: conditions, exceptions or objections that limit the argument.

## Relationship with CER
CER is simpler and more direct: claim, evidence and reasoning. Toulmin's model goes further when an argument needs nuance, explicit warrants or consideration of objections. It can therefore be used after CER as an extension for more complex arguments.

## Example
In economics, students analyse the claim: “Raising the price of high-sugar products can reduce their consumption”.

- **Claim**: A tax on sugary drinks can reduce their consumption.
- **Data**: If the price increases, some families buy less or look for cheaper alternatives.
- **Warrant**: Price influences consumption decisions.
- **Backing**: Demand theory suggests that, for many goods, when price rises, the quantity demanded falls.
- **Qualifier**: It may reduce consumption, especially if accessible alternatives exist.
- **Rebuttal**: If demand is very inelastic or the price increase is small, the effect may be limited.

The technique helps students not only defend a position, but also recognise its conditions and limits.","argumentation, Toulmin, evidence, warrants, rebuttal, critical thinking, debate, reasoning","Critical Thinking and Metacognition, Communication and Creativity, Information Processing and Analysis, Formative Assessment and Feedback",,"Tool for building and analysing arguments by distinguishing claim, data, warrant, backing, qualifiers and rebuttals. It helps improve argumentation, evaluate evidence, anticipate objections and defend conclusions more precisely.",Active Methodologies; Educational Frameworks,metac_125; metac_126; metac_090; metac_024; metac_042; metac_113; metac_124
metac_129,Peer Review,"## Description
Peer review is a formative assessment technique in which students review their classmates' work and provide comments aimed at improvement. It is not just about correcting errors, but about comparing a product with clear criteria and suggesting specific improvements.

It can be used with texts, lab reports, presentations, projects, concept maps, digital products, arguments, portfolios or any task that can be improved through revision. It works best when students have a guide, rubric, checklist or review questions.

## Procedure
1. The teacher presents the quality criteria or a review guide.
2. Each student or team submits a draft, initial product or provisional explanation.
3. Another student or team reviews the work according to the agreed criteria.
4. The reviewer points out strengths, questions and suggestions for improvement.
5. The author decides which changes to make and justifies the improvements.
6. The activity can close with a brief reflection on what changed between the first and final version.

## Objectives
- Improve the quality of products before final submission.
- Develop analysis, feedback and self-regulation skills.
- Make quality criteria visible.
- Encourage shared responsibility and progressive improvement.

## Practical advice
- Use clear criteria and focus on a few review aspects at a time.
- Ask for specific comments, not vague judgements.
- Keep formative review separate from final grading.
- Teach students to make respectful and useful suggestions.
- Give time to revise and improve after receiving feedback.

## Example
In a language arts activity, each student writes an argumentative text about mobile phone use at school. Before submitting it, students exchange drafts with a classmate. The review focuses on three aspects: clarity of the thesis, use of evidence and presence of a counterargument.

The reviewer identifies one clear idea in the text, one part that is not easy to understand and one specific improvement. The author then revises the text: reformulates the thesis, adds a piece of evidence and improves the counterargument. The technique turns assessment into a real opportunity for improvement before the final version.","peer review, feedback, peer assessment, improvement, rubric, draft, formative assessment","Formative Assessment and Feedback, Critical Thinking and Metacognition, Communication and Creativity, Cohesion and Cooperation, Information Processing and Analysis",,"Formative assessment technique in which students review classmates' work using clear criteria and provide comments to improve it. It helps develop feedback, self-regulation, peer assessment and progressive improvement of products.",Active Methodologies,metac_122; metac_077; metac_044; metac_029; metac_126; metac_124; metac_090
metac_130,Two Stars and a Wish,"## Description
Two Stars and a Wish is a simple formative feedback technique. Students review their own work or a classmate's work and provide two positive comments, the stars, and one specific suggestion for improvement, the wish.

It is useful because it balances recognition and improvement. It prevents review from becoming only error correction and helps comments remain brief, understandable and action-oriented.

## Procedure
1. A task, draft, presentation, product or response is presented.
2. Students review the work using clear criteria.
3. They write two stars: two successful or well-resolved aspects.
4. They write one wish: a specific and achievable improvement.
5. The author reviews the feedback received and decides which change to apply.

## Example
After an oral presentation on an environmental problem, a classmate writes: “Star 1: the explanation of the causes was clear. Star 2: the images helped explain the problem. Wish: it would be better to add one piece of data to justify the final proposal”. The group revises the presentation before submitting the final version.","feedback, peer assessment, improvement, review, formative assessment, comments","Formative Assessment and Feedback, Communication and Creativity, Critical Thinking and Metacognition, Cohesion and Cooperation",,"Formative feedback technique in which students identify two positive aspects and one specific improvement. It helps review work in a brief, balanced and improvement-oriented way.",Active Methodologies,metac_129; metac_122; metac_029; metac_096; metac_107
metac_131,Concept Cartoon,"## Description
Concept Cartoon is a technique that presents a situation through a cartoon or scene with several characters expressing different ideas about a phenomenon, problem or concept. Students analyse the statements, decide which one they agree with, justify their choice and revise their ideas using evidence.

It is especially useful for detecting alternative conceptions, starting an inquiry or creating cognitive conflict. It can be used in science, mathematics, technology, social studies or ethics.

## Procedure
1. A cartoon with several characters offering different explanations is shown.
2. Students identify what each character thinks.
3. They decide which statement seems most appropriate or propose an alternative.
4. They justify their choice with reasons, data or examples.
5. The ideas are compared with an observation, experiment, reading or guided discussion.
6. Students revise their initial explanation.

## Example
In physics, a cartoon shows three students talking about a falling ball. One says that heavy objects always fall first, another says that all objects fall the same without air resistance, and another says it depends on shape. The class discusses the ideas, carries out a small experiment or analyses a video and revises its explanations about falling bodies.","cartoon, alternative conceptions, cognitive conflict, hypotheses, evidence, inquiry","Prior Knowledge Activation, Critical Thinking and Metacognition, Knowledge Building, Information Processing and Analysis, Communication and Creativity",,"Technique using cartoons with characters who express different ideas about a phenomenon or concept. It helps detect alternative conceptions, create cognitive conflict and justify explanations with evidence.",Active Methodologies,metac_099; metac_127; metac_045; metac_008; metac_001; metac_125
metac_132,Frayer Model,"## Description
The Frayer Model is a graphic organiser for understanding concepts. It is usually divided into four parts: definition, characteristics, examples and non-examples. It helps students clarify the meaning of a term and distinguish it from related or confusing ideas.

It can be used in science, mathematics, language arts, history, economics or any subject with conceptual vocabulary. It is useful when introducing new concepts, reviewing academic vocabulary or checking whether students can distinguish examples from counterexamples.

## Procedure
1. A key concept is selected.
2. Students write a definition in their own words.
3. They add essential characteristics of the concept.
4. They propose examples that fit the definition.
5. They propose non-examples and explain why they do not belong to the concept.
6. The class reviews the organiser to improve precision and understanding.

## Example
In mathematics, for the concept “function”, students write a definition, identify characteristics such as each input value having a single output value, add examples of functions using tables or graphs, and include non-examples where the same input has two different outputs.","concepts, vocabulary, examples, non-examples, graphic organiser, understanding","Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Communication and Creativity",,"Graphic organiser for working with concepts through definition, characteristics, examples and non-examples. It helps clarify academic vocabulary, distinguish concepts and improve understanding.",Active Methodologies,metac_004; metac_022; metac_063; metac_069; metac_100; metac_103
metac_133,"Claim, Support, Question","## Description
Claim, Support, Question is a thinking routine for analysing an idea, text, image, piece of data or explanation. Students formulate a claim, provide support or evidence for it, and end with a question that opens up further analysis.

It is lighter than CER. It does not require a full explanation, but it does require students to justify an idea and keep inquiry open through a relevant question.

## Procedure
1. A stimulus is presented: text, image, graph, news item, experiment or problem.
2. Students formulate a claim about what they interpret or conclude.
3. They add support: data, quotation, observation, example or reason.
4. They formulate a question that helps continue thinking or investigating.
5. Responses are shared and the quality of the claims, supports and questions is reviewed.

## Example
In history, after analysing a graph on urban population, a student writes: “Claim: cities grew significantly during industrialisation. Support: the graph shows a steady increase in urban population between 1850 and 1900. Question: was this growth the same across all social groups or did it affect some more than others?”.","claim, support, question, evidence, critical thinking, inquiry","Thinking Routines, Critical Thinking and Metacognition, Information Processing and Analysis, Knowledge Building, Communication and Creativity",,"Routine in which students formulate a claim, provide support or evidence and ask a question. It helps justify ideas and open new lines of analysis or inquiry.",Active Methodologies,metac_125; metac_001; metac_099; metac_128; metac_090; metac_075
metac_134,Argument Map,"## Description
An argument map is a visual technique for representing the structure of an argument. It shows the thesis, supporting reasons, evidence, objections, responses to those objections and the relationships between the parts.

It helps students see whether an argument is well supported, whether evidence is missing, whether there are logical gaps or whether counterarguments need to be considered. It is useful for debates, argumentative writing, news analysis, ethical dilemmas and scientific or social problems.

## Procedure
1. The main thesis or claim is identified.
2. Supporting reasons are added.
3. Evidence is included for each reason.
4. Objections or counterarguments are represented.
5. Responses or qualifications are added to address those objections.
6. The strength of the whole argument is reviewed and improved.

## Example
In citizenship education, students build a map around the question: “Should mobile phone use be limited at school?”. They place the thesis in the centre, add reasons for and against, evidence related to coexistence or learning, and possible conditions, such as permitted use for specific tasks.","argumentation, map, evidence, objections, counterarguments, critical thinking","Critical Thinking and Metacognition, Communication and Creativity, Information Processing and Analysis, Formative Assessment and Feedback",,"Visual technique for representing thesis, reasons, evidence, objections and counterarguments. It helps analyse the strength of an argument and improve texts, debates or justified decisions.",Active Methodologies,metac_128; metac_125; metac_024; metac_090; metac_042; metac_113; metac_124
metac_135,Reciprocal Teaching,"## Description
Reciprocal teaching is a reading comprehension technique in which students work on a text through roles or thinking strategies. The most common are summarising, questioning, clarifying and predicting. The aim is for students to learn how to monitor their own comprehension actively.

It can be carried out in small groups, with rotating roles, or through initial modelling by the teacher. It is especially useful with informational, scientific, historical or literary texts that require careful reading.

## Procedure
1. A text suitable for the group's level is selected.
2. The teacher models the strategies: summarising, questioning, clarifying and predicting.
3. Students work by turns or roles within the group.
4. After each section, one student summarises, another asks questions, another clarifies doubts and another predicts what may come next.
5. Roles rotate so that everyone practises the different strategies.
6. The activity closes with a shared synthesis of the text.

## Example
In biology, the group reads a text about vaccines. One student summarises the first paragraph, another asks a question about the immune response, another clarifies the meaning of “antibody”, and another predicts what will be explained next about immune memory. Reading becomes an active and shared process.","reading comprehension, summary, questions, clarification, prediction, cooperative reading","Information Processing and Analysis, Knowledge Building, Critical Thinking and Metacognition, Cohesion and Cooperation, Communication and Creativity",,"Reading comprehension technique based on summarising, questioning, clarifying and predicting by turns. It helps improve active reading, self-regulation, dialogue and shared understanding of texts.",Active Methodologies; Cooperative Learning Organisation,metac_057; metac_069; metac_078; metac_079; metac_124; metac_090
metac_136,Structured Controversy with Evidence,"## Description
Structured controversy with evidence is a cooperative debate technique in which students analyse a controversial issue using sources, data or documented arguments. Unlike a free debate, the discussion is organised so that positions are supported by evidence and students revise their initial stance.

It is closely related to academic controversy, but here the quality of evidence, the distinction between data and opinion, and the final revision of the stance are made explicit.

## Procedure
1. A controversial question with several reasonable positions is presented.
2. Students analyse sources or data provided by the teacher or selected using clear criteria.
3. Each team prepares an initial stance supported by evidence.
4. Arguments are presented and critical questions are asked.
5. Teams revise their stance after hearing opposing arguments.
6. A synthesis is produced, including agreements, disagreements, strong evidence and open questions.

## Example
In biology and citizenship education, the class debates whether the sale of energy drinks to minors should be limited. Each team analyses data on caffeine, consumption habits, health and freedom of choice. They then defend a stance, listen to objections and write a final synthesis with conditions, limits and evidence.","controversy, evidence, debate, argumentation, sources, critical thinking, synthesis","Critical Thinking and Metacognition, Communication and Creativity, Information Processing and Analysis, Formative Assessment and Feedback, Cohesion and Cooperation",,"Cooperative debate technique in which a controversial issue is analysed using sources and evidence. It helps students argue, distinguish data from opinion, revise stances and produce balanced syntheses.",Active Methodologies; Cooperative Learning Organisation,metac_024; metac_128; metac_125; metac_090; metac_042; metac_129; metac_134
metac_137,Retrieval practice,"## Description
Retrieval practice is a technique in which students actively recall what they have learned without consulting notes or materials. It is not rereading; it is trying to bring information back from memory.

## Procedure
1. The teacher poses a question, topic or set of concepts.
2. Students answer from memory for a short time.
3. They then compare their answer with the original material.
4. They note errors, gaps or incomplete ideas.
5. The most important points or common doubts are reviewed.

## Aims
- Consolidate long-term memory.
- Detect real gaps in understanding.
- Reduce the false sense of mastery produced by simple rereading.
- Improve self-regulated study.

## Example
At the start of a biology lesson, students spend 5 minutes writing everything they remember about cellular respiration. They then compare their answer with their notes for 3 minutes and underline what they had forgotten: glucose, oxygen, mitochondria or ATP production.

The teacher collects the most frequent doubts and uses the first minutes of the lesson to clarify them.","retrieval, memory, review, metacognition, formative assessment","Formative Assessment and Feedback, Critical Thinking and Metacognition, Prior Knowledge Activation",,"Review technique in which students actively recall what they have learned without consulting materials. It helps consolidate learning, detect gaps and improve long-term retention.",Active Methodologies,metac_138; metac_150; metac_066; metac_096; metac_073
metac_138,Spaced practice,"## Description
Spaced practice consists of distributing study and review across several sessions separated in time. It is more effective than concentrating all study in one long session.

## Procedure
1. New content is introduced.
2. A first short review is scheduled the next day or a few days later.
3. The content is reviewed again one week later.
4. Further reviews are added with increasing intervals.
5. Errors detected are used to adjust later review.

## Aims
- Improve long-term retention.
- Prevent forgetting previous content.
- Strengthen connections between topics.
- Support more sustainable study habits.

## Example
In mathematics, every Friday 10 minutes are devoted to a short worksheet with mixed content from previous weeks: percentages, proportionality, equations and graph reading. The most repeated errors are revisited in the following week's review.","spaced practice, review, memory, planning, retrieval","Formative Assessment and Feedback, Prior Knowledge Activation, Knowledge Building",,Technique that distributes review across sessions separated by increasing intervals. It helps improve long-term retention and keep previous learning active.,Active Methodologies,metac_137; metac_139; metac_150; metac_141
metac_139,Interleaved practice,"## Description
Interleaved practice mixes problems or tasks of different types within the same session. Instead of solving many identical exercises in a row, students must identify which procedure is appropriate in each case.

## Procedure
1. Several related problem types are selected.
2. They are alternated within the same activity.
3. Before solving, students identify the type of task they are facing.
4. They justify which strategy or procedure they will use.
5. Both the results and the choice of procedure are reviewed.

## Aims
- Improve discrimination between procedures.
- Foster transfer to new situations.
- Avoid the apparent mastery produced by homogeneous blocks.
- Develop flexible understanding.

## Example
In a 20-minute mathematics session, the teacher mixes equations, systems, percentages and proportionality problems. Before calculating, each student writes: “This problem is about...” and justifies which procedure they will apply.","interleaved practice, transfer, procedures, discrimination, problem solving","Problem Solving and Challenges, Information Processing and Analysis, Critical Thinking and Metacognition",,"Technique that mixes different types of tasks so students identify which procedure to apply. It helps improve discrimination, transfer and flexible understanding.",Active Methodologies,metac_138; metac_137; metac_073; metac_153
metac_140,Worked examples,"## Description
Worked examples are problems that have already been solved step by step, with explanations of the decisions made. They allow students to observe how an expert thinks when solving a task.

## Procedure
1. The teacher presents a problem solved with all its steps.
2. Students analyse what is done at each step and why.
3. Common errors or important decisions are discussed.
4. Partially worked examples are then provided.
5. Finally, students solve similar problems with less support.

## Aims
- Reduce initial cognitive load.
- Make expert procedures visible.
- Support the gradual move towards autonomy.
- Improve understanding of complex tasks.

## Example
In physics, before solving kinematics problems, the teacher shows an example where data are identified, the formula is chosen, units are substituted and the reasonableness of the result is checked. Students then complete a similar problem with some steps left blank.","worked examples, scaffolding, cognitive load, procedures, problem solving","Problem Solving and Challenges, Information Processing and Analysis, Knowledge Building",,Technique in which students study solved and justified problems before solving similar ones. It helps reduce cognitive load and learn complex procedures.,Active Methodologies,metac_142; metac_153; metac_038; metac_114
metac_141,Mastery learning,"## Description
Mastery learning is an approach in which students move on to the next content only when they demonstrate sufficient mastery of the previous one. The pace may vary, but the goal is for everyone to build solid foundations.

## Procedure
1. Content is divided into small units.
2. Each unit includes guided practice and formative assessment.
3. Students who demonstrate mastery move on to the next unit.
4. Students who do not receive support, alternative tasks or a new explanation.
5. Mastery is checked again before continuing.

## Aims
- Consolidate basic learning before moving on.
- Reduce accumulated differences.
- Personalise support and pace.
- Use assessment as a guide for improvement.

## Example
In a fractions unit, each subtopic ends with a short 5-question check. Students who master addition of fractions move on to multiplication; those who still make errors receive an alternative explanation and specific practice before trying again.","mastery learning, personalisation, formative assessment, support, pace","Formative Assessment and Feedback, Knowledge Building, Educational Design and Analysis",,"Approach in which students move forward when they demonstrate sufficient mastery of a unit. It helps consolidate foundations, adjust support and personalise learning pace.",Educational Frameworks; Active Methodologies,metac_115; metac_107; metac_122; metac_138
metac_142,Gradual release of responsibility,"## Description
Gradual release of responsibility is a scaffolding model in which responsibility progressively shifts from the teacher to the students. It is often summarised as: “I do, we do, you do together, you do alone”.

## Procedure
1. The teacher models the task and explains how to do it.
2. The class practises with teacher guidance.
3. Students work in pairs or teams with reduced support.
4. Finally, each student completes the task individually.
5. The process is reviewed and support is adjusted if needed.

## Aims
- Make expert strategies visible.
- Reduce the initial load of complex tasks.
- Withdraw support progressively.
- Foster autonomy and confidence.

## Example
To solve geometry problems, the teacher solves one problem while thinking aloud for 5 minutes. Then they solve another with the class. Next, pairs work on a third problem and, finally, each student solves a similar one individually.","scaffolding, modelling, autonomy, responsibility, guided practice","Knowledge Building, Problem Solving and Challenges, Critical Thinking and Metacognition",,Teaching model in which support is gradually withdrawn from teacher modelling to autonomous practice. It helps build autonomy with progressive support.,Active Methodologies,metac_143; metac_140; metac_038; metac_114
metac_143,Think-aloud,"## Description
Think-aloud is a modelling technique in which the teacher verbalises decisions, doubts, checks and mistakes while performing a task.

## Procedure
1. A task requiring strategy or reasoning is selected.
2. The teacher performs it in front of the group while verbalising their thinking.
3. Doubts, decisions, checks and corrections are explained.
4. Students identify which strategies were used.
5. They then practise verbalising their thinking in pairs or individually.

## Aims
- Make expert thinking visible.
- Normalise doubt and revision.
- Teach self-regulation strategies.
- Improve understanding of complex processes.

## Example
In a reading comprehension activity, the teacher reads a paragraph and says: “I do not know this word, but from the previous sentence it seems to indicate a cause. I will keep reading to check.” Students then practise the same strategy in pairs.","think-aloud, modelling, metacognition, self-regulation, strategies","Critical Thinking and Metacognition, Information Processing and Analysis, Communication and Creativity",,"Technique in which the teacher verbalises their thinking while performing a task. It helps make strategies, doubts and self-regulation processes visible.",Active Methodologies,metac_142; metac_135; metac_140; metac_114
metac_144,Orientation guides,"## Description
Orientation guides are supports that help students complete a complex task through steps, questions, criteria and decisions. They work as a way to move forward without constantly depending on the teacher.

## Procedure
1. A complex task is identified.
2. Good examples or common errors are analysed.
3. Steps, questions and quality criteria are specified.
4. Students use the guide while completing the task.
5. At the end, they review whether the guide helped and which part they need to improve.

## Aims
- Guide complex processes.
- Make quality criteria explicit.
- Foster autonomy and self-regulation.
- Improve planning and revision of work.

## Example
For argumentative writing, the guide includes questions such as: “What is your thesis?”, “What evidence supports it?”, “Have you included an objection?” and “Have you answered that objection?”. Students use it before submitting the final version.","orientation guide, scaffolding, criteria, autonomy, process","Formative Assessment and Feedback, Critical Thinking and Metacognition, Communication and Creativity",,"Guide that supports the process of a complex task through steps, questions and criteria. It helps develop autonomy and make progress explicit.",Active Methodologies,metac_122; metac_023; metac_102; metac_140
metac_145,"Connect, extend, challenge","## Description
Connect, extend, challenge is a Project Zero thinking routine that helps students relate new information to prior knowledge, identify ideas that extend their understanding and recognise doubts or tensions.

## Procedure
1. Students work with a text, video, image, explanation or experience.
2. They write which previous ideas the new content connects with.
3. They identify what information extends or changes their understanding.
4. They identify what seems difficult, doubtful or challenging.
5. Some responses are shared to guide later dialogue or inquiry.

## Aims
- Integrate new learning with prior knowledge.
- Make changes in understanding visible.
- Formulate meaningful doubts.
- Foster metacognition and critical thinking.

## Example
After reading a text on climate change, students spend 8 minutes completing three sections. They connect CO2 with combustion studied in chemistry, extend their understanding with the role of methane, and identify as a challenge why effects are not the same in all regions.","connection, extension, doubts, metacognition, understanding","Thinking Routines, Critical Thinking and Metacognition, Prior Knowledge Activation",,"Routine in which students connect a new idea with what they know, identify what extends their understanding and raise doubts or challenges. It helps integrate and review learning.",Active Methodologies,metac_074; metac_051; metac_075; metac_040
