Technique,Description,Tags,Fields,Program
"Penso, m'interessa, investigo","Una rutina per connectar noves idees amb coneixements previs

## Finalitat: Quin tipus de pensament fomenta aquesta rutina?
Aquesta rutina ajuda els alumnes a relacionar el tema amb el coneixement previ, n'estimula la curiositat i estableix les bases per a la investigació autònoma.

## Aplicació: On i quan podem fer servir aquesta rutina?
Se sol utilitzar aquesta rutina en començar un tema o quan es vol que els alumnes desenvolupin les seves preguntes de recerca.

## Mètode: Com podem utilitzar aquesta rutina?
És convenient començar deixant els alumnes uns moments per reflexionar sobre el tema que cal tractar. Després, amb tota la classe o en grups, es fa una pluja d'idees sobre les tres preguntes. És important deixar un temps entre una pregunta i la següent perquè puguin pensar i organitzar les vostres idees.

Al principi és convenient demanar als alumnes que anotin les idees abans de posar-les en comú. Després de compartir les idees sobre ""Penso"" i ""M'interessa"", es torna a la pregunta de recerca per comentar possibles estratègies per investigar les preguntes seleccionades.

Molts cops els alumnes tenen concepcions errònies sobre un tema en aquest moment. S'afegeixen a la llista perquè es puguin examinar posteriorment. Les idees senzilles i superficials que apareixen al principi també s'han d'incloure, però és important motivar els alumnes a aprofundir i pensar en qüestions que realment els interessin.

Rutina en PDF

---
## Exemple
Professor: Avui estudiarem el tema de la conservació de l'energia. Abans de començar, vull que prengueu uns minuts per reflexionar sobre aquest tema i escriviu les idees que us vinguin al cap sobre què penseu que és la conservació de l'energia.

Després de 5 minuts, el professor demana als alumnes que comparteixin les seves idees sobre ""Penso"". Algunes de les idees que els alumnes comparteixen són:

- ""Penso que la conservació de l'energia és important perquè ens ajuda a estalviar diners""
- ""Penso que la conservació de l'energia és important per protegir el medi ambient""
- ""Penso que la conservació de l'energia és important per ajudar a no esgotar les fonts d'energia que tenim""

Després de compartir les idees sobre ""Penso"", el professor demana als alumnes que comparteixin les idees que han tingut sobre què els interessa del tema. Algunes de les idees que els alumnes comparteixen són:

- ""M'interessa saber com podem estalviar energia a casa nostra""
- ""M'interessa conèixer les diferents fonts d'energia que existeixen i com funcionen""
- ""M'interessa aprendre més sobre els impactes ambientals de les diferents fonts d'energia""

Finalment, el professor demana als alumnes que comparteixin les idees que han tingut sobre com investigar sobre el tema de la conservació de l'energia. Algunes de les idees que els alumnes comparteixen són:

- ""Podríem buscar informació a internet sobre com estalviar energia a casa nostra""
- ""Podríem fer una entrevista amb un expert en fonts d'energia per obtenir més informació""
- ""Podríem fer un experiment per veure com afecta el consum d'energia en diferents situacions""

Després de compartir les idees sobre ""Investigo"", el professor guia als alumnes en la selecció d'una o més preguntes de recerca per investigar durant la resta de la unitat.

","activació, alumnes, anàlisi, cohesió, col·laboració, comprensió, coneixements previs, construcció, cooperació, descobriment, dinàmica de grup, energia, hipòtesi, idees, idees prèvies, informació, interessa, investigació, investigo, lectura, metacognició, pensament crític, penso, perspectiva, professor, recordar, reflexió, repassar, resum, rutina, rutina de pensament, sintesi, teorització, treball en equip","Activació de coneixements previs, Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació",
Placemat consensus,"Aquesta tècnica és molt senzilla d'aplicar. Amb aquesta tècnica es pot encoratjar els alumnes a resoldre situacions o problemes amb els quals mai s'han enfrontat.

1. Es fa una pregunta als alumnes i cadascun escriu la resposta.
1. Llavors els membres de l'equip posen les seves respostes en comú i apunten només aquelles a les que han arribat a un consens.
1. El professor pregunta al portaveu com han arribat a aquest consens i quin és, també si han comès errors.

Adaptat de: Colegio Ártica. (2018). Construimos nuestro propio aprendizaje.","alumnes, aplicació, cohesió, col·laboració, consensus, cooperació, decisió, dinàmica de grup, equip, placemat, pregunta, problemes, professor, reptes, solució, treball en equip, tècnica","Resolució de problemes i Reptes, Cohesió i Cooperació",
Pont 3 - 2 - 1,"Aquesta rutina es fa dues vegades, una en començar un tema i altre en acabar-lo, d'aquesta forma poden reflexionar sobre el seu aprenentatge.

1. Els alumnes, abans de començar la sessió docent, escriuen 3 idees o paraules sobre el que els suggereix el tema, 2 preguntes i una analogia o metàfora, aquest últim pot ser també una imatge.

1. En acabar, tornen a fer el mateix i comparen les seves respostes reflexionant com han canviat les seves idees i per què.

1. Després es comparteixen les conclusions de cada un amb la resta de la classe.



","acabar, activació, aprenentatge, començar, coneixements previs, docent, idees, idees prèvies, metacognició, pensament crític, perspectiva, pont, recordar, reflexió, repassar, rutina, rutina de pensament, seves","Pensament Crític i Metacognició, Activació de coneixements previs",
Portfolio (dossier d'aprenentatge),"El dossier d'aprenentatge (portfolio, eportfolio o dossier digital) és una col·lecció digital personal d'informació que descriu i il·lustra l'aprenentatge d'una persona, l'experiència professional i les seves fites aportant evidències de l'aprenentatge i reflexions sobre aquestes.

Les evidències poden incloure mostres d'escrits, fotos, vídeos, treballs de recerca, observacions de professorat i companys, i /o reflexions.** L'aspecte fonamental d'un portfolio és la reflexió sobre les evidències**, perquè s'han seleccionat i què s'ha après del procés de desenvolupar el dossier d'aprenentatge (Guilana, S., 2009).

L'estructura del dossier d'aprenentatge ha de quedar ben definida pel professorat, de forma que els alumnes sàpiguen amb precisió el que s'espera d'ells. Una possible estructura podria ser:

1. **Portada**: reflecteix de forma creativa el treball.
1. **Introducció**: explicació del context i presentació del treball.
1. **Documents**: evidències del treball amb comentaris.
1. **Autoavaluació**: reflexió sobre el procés.

Adaptat de: Liarte, R. (2015). El portfolio como herramienta de evaluación.

---

","aprenentatge, autoavaluació, avaluació formativa, coavaluació, digital, dossier, estructura, evidències, feedback, metacognició, pensament crític, perspectiva, portfolio, reflexió, rutina de pensament, seguiment, treball","Avaluació Formativa i Feedback, Pensament Crític i Metacognició",
Pregunta el perquè,"La rutina de pensament ""pregunta el perquè"" es pot fer servir en qualsevol moment del procés d'aprenentatge, ja sigui al començament d'un tema, durant el desenvolupament d'un tema o al final d'un tema. Els passos que se segueixen en aquesta rutina són:

PROFESSOR:

- Introduir el concepte o el fet que es vol estudiar. Això pot ser a través de lectures, presentacions, vídeos o qualsevol altra font d'informació.

- Demanar als alumnes que es formulin preguntes del tipus ""per què?"" per aprofundir en els conceptes o els fets que estan estudiant. Això pot ser de forma individual o en grups.

- Proporcionar als alumnes les fonts d'informació o recursos necessaris per respondre a les seves preguntes. Això pot incloure materials de lectura, bases de dades, eines en línia, etc.

- Ajudar als alumnes a formular les seves preguntes de manera clara i concreta, per tal de poder buscar les respostes de forma efectiva.

- Revisar els resultats de la recerca dels alumnes i ajudar-los a interpretar-los.

ALUMNE:

- Formular preguntes del tipus ""per què?"" per aprofundir en els conceptes o els fets que estan estudiant.

- Fer servir les fonts d'informació o recursos proporcionats pel professor per buscar respostes a les preguntes que s'han formulat.

- Analitzar les diferents fonts d'informació i triar les que considerin més útils per respondre a les preguntes.

- Interpretar les respostes que han trobat i reflexionar sobre elles.

- Presentar les respostes trobades al grup o al professor.","anàlisi, aprenentatge, cohesió, col·laboració, comprensió, comunicació, construcció, cooperació, creativitat, descobriment, dinàmica de grup, expressió, grup, hipòtesi, individual, informació, investigació, lectura, metacognició, originalitat, pensament, pensament crític, perquè, perspectiva, pregunta, preguntes, presentació, professor, reflexió, resum, rutina, rutina de pensament, sintesi, teorització, treball en equip, visual","Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació, Comunicació i Creativitat",
Pregunta i respon,"Aquesta rutina de pensament implica que els alumnes es facin una pregunta i intentin respondre-la utilitzant els coneixements que han adquirit. Aquesta rutina és útil per ajudar als alumnes a comprendre millor els conceptes o els fets que estan estudiant, i també els ajuda a desenvolupar habilitats de pensament crític i reflexió. Per fer servir aquesta rutina, es pot seguir aquest procés:

1. Escull un concepte o un fet que els alumnes hagin de comprendre.
1. Fes una llista de preguntes que els alumnes hagin de respondre per comprendre el concepte o el fet. Aquestes preguntes poden ser del tipus ""què?"", ""per què?"", ""com?"", ""quan?"", ""on?"", etc.
1. Dona als alumnes el temps suficient per respondre a les preguntes de manera individual o en grups.
1. Revisa les respostes dels alumnes i proporciona *feedback*. Pots fer-ho de manera individual o amb tot l'equip, depenent de les necessitats dels alumnes.","alumnes, anàlisi, autoavaluació, avaluació formativa, coavaluació, cohesió, col·laboració, comprensió, cooperació, crític, dinàmica de grup, feedback, individual, informació, lectura, metacognició, pensament, pensament crític, perspectiva, pregunta, reflexió, respon, resum, rutina, rutina de pensament, seguiment, sintesi, treball en equip","Processament i Anàlisi de la informació, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",
Projectes d'aprenentatge servei (APS o ABS),"## Què es un projecte d'AS?

De vegades a l'APS se'l denomina també **Aprenentatge basat en servei** o ABS i pot ser considerat també un tipus d'Aprenentatge basat en situacions problematitzades (ABP).

El Centre Promotor d'Aprenentatge Servei el defineix de la següent forma:


<<<
    L’aprenentatge servei és una proposta educativa que combina processos d’aprenentatge i de servei a la comunitat en un sol projecte ben articulat en el qual els participants es formen tot treballant sobre necessitats reals de l’entorn amb l’objectiu de millorar-lo.
<<<


Els Projectes d'Aprenentatge Servei (APS) tenen dues components ben definides que han d'estar presents en la mateixa proporció, ens referim a l'aprenentatge que ha d'estar present com a motor de l'APS, però també al servei a la societat que això implica. Un projecte solidari, per exemple, recollida d'aliments o joguines, no és un autèntic APS, ja que tenen una component social, de servei, però no s'ha desenvolupat la component de l'aprenentatge. Els APS han de portar sempre una part educativa, que no ve només pel fet de desenvolupar l'activitat, sinó que requereix una base docent.

Per exemple, si fem recollida d'aliments, per lliurar a una ONG o campanya contra la fam, es podrien donar unes bases per l'estudi de la pobresa, la distribució dels diners o factors laborals que faciliten un abandonament de la feina, integrant-lo en el currículum de les Ciències Socials.

Si fem un projecte de recollida d'escombraries en el barri, s'ha de donar un coneixement que podria ser coneixements d'estadística per fer un estudi d'allò que la gent llença i relacionar-lo amb el consum responsable, per exemple.

Resumint, podem dir que **un APS és una proposta educativa que combina processos d’aprenentatge i de servei a la comunitat en un sol projecte ben articulat. Un projecte en el qual els participants es formen treballant sobre necessitats reals del seu entorn amb l’objectiu de millorar-lo** (Projectes APS del PFI).


## Principis de l'APS
Els principis que regeixen el Servei comunitari són:

1. **Educació ebn valors**.<br> Una acció educativa basada en l’experiència, la vivència i la construcció d’hàbits i valors.
1. **Participació activa i democràtica**.<br>La participació activa de l’alumnat en un servei que es duu a terme en benefici de la comunitat
1. **Resposta a les necessitats socials emergents**.<br>L’atenció de necessitats reals i sentides per la comunitat.
1. **Treball en xarxa i corresponsabilització**.<br> El treball en xarxa dels diferents agents educatius d’un territori a partir d’uns objectius compartits.
1. **Millora constant**.<br>Indicadors que permetin fer un seguiment i elaborar propostes de millora.

(Document marc del Servei comunitari)

## Fases del projecte


Per a dur a terme l'aprenentatge servei hi ha quatre grans moments que a la vegada es divideixen en tasques:

- **Fase 1: Aprenentatge**.<br>És el moment formatiu en el qual l'alumne adquireix prèviament coneixements teòrics de caràcter formal o no formal que permetrà dur a terme el servei.
- **Fase 2: Planificació**.<br> El grup d'aprenentatge dissenya l'activitat i connecta amb els actors necessaris per al seu desenvolupament.
- **Fase 3: Activitat**.<br> Es porta a terme el servei que s'ha plantejat anteriorment. En funció de la temàtica s'ha de tenir en compte la logística, la infraestructura, els actors participants, els materials necessaris, etc.
- **Fase 4: Avaluació**.<br>És el moment d'analitzar els resultats del servei i reflexionar per tal de millorar.

(Viquipèdia)

---

## Exemple
Creació d'un hort comunitari en un barri amb pocs espais verds i alta concentració de persones amb dificultats econòmiques. El projecte es dividiria en les següents fases:

1. Planificació:

   1. Es crearia un grup de treball format per estudiants, docents i membres de la comunitat interessats a participar en el projecte.
   1. Es buscarien espais disponibles en el barri on poder instal·lar l'hort, sigui en una parcel·la abandonada o en un pati d'un edifici comunitari.
   1. S'establirien acords amb entitats locals, com ara l'Ajuntament o associacions de veïns, per obtenir suport logístic i econòmic.
   1. Es farien tallers de formació sobre jardineria i horticultura per a tots els participants, amb la finalitat de dotar-los de les eines tècniques i conceptuals necessàries per dur a terme el projecte.

1. Realització:

   1. Es dividiria el grup de treball en diferents equips, amb responsabilitats específiques com ara la preparació del terra, la sembra, el reg o el manteniment de les plantes.
   1. Es promouria la participació de la comunitat en les tasques de l'hort, sigui de forma puntual o com a col·laboradors regulars.
   1. S'organitzarien xerrades o tallers oberts al públic sobre els beneficis de l'alimentació saludable i l'ús de productes locals i ecològics.
   1. S'establirien acords amb botigues o mercats del barri per a la venda dels productes de l'hort, amb l'objectiu de finançar el projecte i promoure el consum responsable.

1. Avaluació:

   1. Es faria un seguiment de les tasques realitzades i dels resultats obtinguts, amb l'objectiu de detectar possibles problemes o dificultats i buscar solucions.
   1. Es recollirien opinions i suggeriments dels participants i de la comunitat per a millorar el projecte en futures edicions.
   1. Es farien estudis de viabilitat econòmica i social per avaluar els beneficis del projecte per a la comunitat.

1. Reflexió:

   1. Es farien reunions de debat i intercanvi d'experiències entre els participants per reflexionar sobre les lliçons apreses durant el projecte.
   1. Es promouria la difusió dels resultats i les conclusions obtingudes, ja sigui a través de les xarxes socials o de la premsa local.
   1. Es buscarien possibles col·laboracions amb altres iniciatives similars per estendre el program.

","anàlisi, aplicació, aprenentatge, autoavaluació, avaluació, avaluació formativa, coavaluació, cohesió, col·laboració, comprensió, comunitat, cooperació, decisió, dinàmica de grup, feedback, grup, informació, lectura, metacognició, participants, pensament crític, perspectiva, problemes, projecte, projectes, reflexió, reptes, resum, rutina de pensament, seguiment, servei, sintesi, solució, treball en equip","Processament i Anàlisi de la informació, Resolució de problemes i Reptes, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",
Què et fa dir això?,"Aquesta rutina de pensament ajuda a reflexionar sobre el propi coneixement. Pot ser molt útil per al desenvolupament crític i la defensa d'hipòtesis.

De l'entrada Rutines de pensament:

## COM S'APLICA:

En aquesta rutina de pensament es demana als estudiants que descriguin alguna cosa: com a objecte o concepte. I després han de donar suport a la interpretació amb l'evidència.

És útil quan s'utilitza en objectes com obres d'art o artefactes històrics, però també pot ser utilitzat per explorar un poema, fer observacions científiques i hipòtesis, o investigar les idees més conceptuals (és a dir: la democràcia…,).

La rutina es pot adaptar per ser utilitzada amb gairebé qualsevol tema i també pot ser útil per a la recopilació d'informació o saber els conceptes generals dels estudiants en la introducció d'un nou tema.

## DESENVOLUPAMENT DE LA RUTINA:

En la majoria dels casos, la rutina pren la forma presentant-la a tota una classe o grup de conversa, usant com a inici un objecte o tema central, però també es pot utilitzar en petits grups o per parelles. La primera vegada que es poses en pràctica la rutina amb els teus alumnes, pots ajudar els/les alumnes fent preguntes i que els ajudin a canalitzar el tema i així entre tots van interpretant i concloent amb l'objectiu de la rutina.

Les preguntes bàsiques poden ser moltes i es poden variar en un nombre i maneres, depenent del context, alguns exemples poden ser: Què sap vostè? Què és el que veus o saps que et fa dir això?, encara que també és possible que ens vinguin bé treballar les interpretacions que els alumnes fan del tema que s'està treballant i d'aquesta manera podem fer servir preguntes com: Què veus? o Què sap vostè? Amb el temps els estudiants poden començar a donar suport automàticament a les seves interpretacions amb evidències i, finalment, els estudiants començaran a interioritzar la rutina.

---

","això, anàlisi, cohesió, col·laboració, comprensió, construcció, cooperació, crític, descobriment, dinàmica de grup, estudiants, grup, hipòtesi, informació, investigació, lectura, metacognició, parelles, pensament, pensament crític, perspectiva, reflexió, resum, rutina, rutina de pensament, sintesi, teorització, treball en equip, útil","Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació",
Qui és qui?,"En aquesta dinàmica es tracta que els alumnes es defineixin a si mateixos, però no físicament sinó el seu caràcter, aficions o gustos.

1. El professor/a explica una breu història, per exemple, que rebran la visita d'un personatge famós i han d'escriure una carta de presentació.
1. Els alumnes escriuen una carta on parlin dels seus gustos, aficions, el seu caràcter, etc., però no sobre el seu aspecte físic ni com van vestits. És bo que el professorat s'impliqui i escrigui també la seva pròpia descripció.
1. Es van llegint les cartes una a una i els alumnes intenten esbrinar qui l'ha escrit.

Font: Romero, G.A. (2009). Técnicas para trabajar la cohesión de una clase.
","aficions, alumnes, carta, caràcter, cohesió, col·laboració, cooperació, defineixin, dinàmica de grup, gustos, professor, tracta, treball en equip",Cohesió i Cooperació,
RallyRobin,"Es fa servir per a activitats que es puguin fer en temps curt, per respondre a les preguntes que hi ha múltiples respostes o on calgui compartir una idea o una frase i en què cada estudiant sigui capaç de contribuir: Generar idees (pluja d'idees), repassar, fer llistats d'elements, fer llistats de procediments.
Per parelles, els estudiants, comparteixen de forma oral.

1. El professor proposa un tema per al qual hi hagi múltiples respostes o solucions i deixa un temps per pensar individualment.
1. Els estudiants, per parelles, aporten alternativament les respostes verbalment.

Durant aquesta estructura, cadascun dels estudiants per torns ofereix una resposta per crear una llista oral i repeteixen les rondes. Cada estudiant ofereix diverses respostes.

Fonts:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Aprendizaje cooperativo en la universidad","autoavaluació, avaluació formativa, coavaluació, cohesió, col·laboració, construcció, cooperació, descobriment, dinàmica de grup, estructura, estudiant, estudiants, feedback, hipòtesi, investigació, metacognició, múltiples, parelles, pensament crític, perspectiva, professor, rallyrobin, reflexió, respostes, rutina de pensament, seguiment, teorització, treball en equip","Construcció de coneixement, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",
Rellotge de cites,"Amb aquesta tècnica s'aconsegueix que els alumnes s'expliquin els uns als altres allò que es vol.

La dinàmica consisteix a repartir un foli amb un rellotge amb hores, però sense manetes o bé que cadascú faci el dibuix en un foli. 

1. Es dediquen 5 minuts perquè els alumnes es vagin citant amb els seus companys, amb un a cada hora, són, per tant, 12 cites. 

1. Quan el repartiment estigui fet el professor anirà indicant a quina hora es troben (per exemple, la 1 del matí) i cadascú haurà de reunir-se amb la cita que prèviament ha reservat amb un company per aquell moment. Passats uns minuts, el professor passarà a la següent hora. 

1. A cadascuna de les hores el professor indicarà una pregunta que hauran de resoldre entre tots dos, també es poden explicar l'un a l'altre algun concepte que hagin llegit abans.

1. Finalment, si s'escau, es fa una posada en comú de totes les respostes.

Adaptat d'Orientacionandujar. (2017). Aprendizaje cooperativo el reloj de las citas.

---

**Explicació de la tècnica:**



**Aplicació de la tècnica:**

","activació, alumnes, aplicació, cites, cohesió, col·laboració, comunicació, coneixements previs, cooperació, creativitat, decisió, dinàmica de grup, expressió, foli, hora, hores, idees prèvies, originalitat, presentació, problemes, professor, recordar, rellotge, repassar, reptes, solució, treball en equip, tècnica, visual","Activació de coneixements previs, Resolució de problemes i Reptes, Cohesió i Cooperació, Comunicació i Creativitat",Rellotge de cites|https://reloj-citas.github.io/
Repartir punts,"Aquesta és una tècnica per l’**avaluació amb qualificació** on intervenen el professorat i els grups de classe.

Quan es posa una nota a un grup, se li dona punts que ells mateixos es reparteixen segons el treball que han fet. La norma és que tots han de tenir notes diferents.

Per exemple, si en un grup de 4 se’ls hi posa un 7,5, llavors els hi donem 7,5 x 4 = 30 punts perquè se'ls reparteixin com vulguin i nosaltres els hi posarem la nota que ells ens diguin. 

Aquesta tècnica s'utilitza amb l’Escala de valoració: Repartir punts que hauran d'emplenar prèviament a la correcció, de forma que les notes siguin tan objectives com sigui possible.

Font:  Pérez-Pueyo, A. & Hortigüela, D. & Hernando, A. (2014)
","autoavaluació, avaluació, avaluació formativa, coavaluació, feedback, grup, nota, notes, posa, punts, qualificació, repartir, seguiment, tècnica",Avaluació Formativa i Feedback,
Revisa les conseqüències,"La rutina de pensament ""revisa les conseqüències"" és una tècnica que es pot fer servir per fer reflexionar els alumnes sobre les implicacions o les conseqüències dels conceptes o fets que estan estudiant. Aquesta rutina es pot fer servir tant al principi d'un tema, com a mitjans o al final, depenent de les necessitats i els objectius de l'aprenentatge.


Part del professor:

1. Proporciona als alumnes informació o conceptes que vulguis que reflexionin sobre les conseqüències. Això pot ser un text, una imatge, una experiència o qualsevol altra cosa que es pugui fer servir per promoure la reflexió.

1. Demana als alumnes que reflexionin sobre les conseqüències o les implicacions dels conceptes o fets que han après. Pots fer servir preguntes, paraules o frases per ajudar-los a començar a pensar. Algunes possibles preguntes poden ser: ""Quines són les conseqüències d'aquest fenomen?"", ""Quines implicacions té aquest concepte per a la vida diària?"", ""Quines serien les conseqüències a llarg termini d'aquesta situació?"", etc.

1. Proporciona suport i orientació als alumnes mentre reflexionen sobre les conseqüències. Pots ajudar-los a formular hipòtesis o a buscar evidències que els ajudin a fer-ho.

Part de l'alumne:

1. Escolta atentament la informació o els conceptes que et proporciona el professor.

1. Utilitza el pensament crític i la reflexió per considerar les conseqüències o les implicacions dels conceptes o fets que has après.

1. Formula hipòtesis o busca evidències per ajudar a desenvolupar les teves idees sobre les conseqüències.

1. Comparteix les teves reflexions amb el grup o amb el professor. Pots fer-ho de forma oral o escrita, segons les preferències del professor o del grup.

1. Escolta les reflexions dels teus companys i companyes i considera com aquestes afecten les teves pròpies idees. Pots fer preguntes o comentaris per aprofundir en les reflexions dels altres.

1. Revisa i ajusta les teves idees sobre les conseqüències en funció de les reflexions dels altres alumnes i les evidències que hagis trobat.

Així doncs, aquesta rutina implica una interacció entre el professor i els alumnes, amb els alumnes reflexionant sobre les conseqüències o les implicacions dels conceptes o fets que han après i compartint les seves reflexions amb el grup o amb el professor.  Es pot fer servir aquesta rutina per fer reflexionar els alumnes sobre qualsevol tipus de conceptes o fets, i és especialment útil per promoure el pensament crític i la reflexió sobre qüestions complexes o problemes rellevants de la vida diària.","anàlisi, cohesió, col·laboració, comprensió, conseqüències, construcció, cooperació, crític, descobriment, dinàmica de grup, grup, hipòtesi, informació, investigació, lectura, metacognició, pensament, pensament crític, perspectiva, professor, reflexió, resum, revisa, rutina, rutina de pensament, sintesi, teorització, treball en equip","Processament i Anàlisi de la informació, Construcció de coneixement, Pensament Crític i Metacognició, Cohesió i Cooperació",
RoundRobin,"És com RallyRobin però en grups de quatre. Es fa servir quan les respostes són més llargues o les idees són més complexes.

Es fa servir per a activitats que es puguin fer en temps curt, per respondre a les preguntes que hi ha múltiples respostes o on calgui compartir una idea o una frase i en què cada estudiant sigui capaç de contribuir: Generar idees (pluja d'idees), Repassar, fer llistats d'elements, fer llistats de procediments.
En grups, els estudiants, comparteixen de forma oral.

1. El professor proposa un tema per al qual hi hagi múltiples respostes o solucions i deixa un temps per pensar individualment.
1. Els estudiants, per torns, aporten alternativament les respostes verbalment durant 30 segons cadascú.

Durant aquesta estructura, cadascun dels estudiants per torns ofereix una resposta per crear una llista oral i repeteixen les rondes. Cada estudiant ofereix diverses respostes.

Fonts:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Aprendizaje cooperativo en la universidad","autoavaluació, avaluació formativa, coavaluació, cohesió, col·laboració, construcció, cooperació, descobriment, dinàmica de grup, estructura, estudiants, feedback, grups, hipòtesi, idees, investigació, metacognició, pensament crític, perspectiva, professor, reflexió, respostes, roundrobin, rutina de pensament, seguiment, servir, teorització, treball en equip","Construcció de coneixement, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",
Seguir la pista,"## Objectiu

Donar a conèixer a les altres persones del grup aspectes significatius de la nostra vida i fer-ho d'una forma creativa i lúdica.

## Desenvolupament

- El professor o professora escriu a la pissarra dades numèriques, paraules, símbols..., és dir, pistes sobre aspectes personals que compartirà amb el grup. Per exemple:
  - Barcelona, dos, 1950, cambrer, onze, llegir, 2, sinceritat, Sant Petesburg...

- Els alumnes segueixen les pistes i fan preguntes tancades per endevinar quin significat tenen. Per exemple:
  - Ets de Barcelona?
  - El teu equip de futbol preferit és el Barcelona?
  - Vas estudiar a Barcelona?
  - Tens família vivint a Barcelona?, etc.

- Cada estudiant prepara sis pistes sobre si mateix i, en parelles, intenten descobrir-ne el significat.

Conclusions

A la nostra vida hi ha elements significatius. Si es comparteixen s'està reconeixent i valorant a les altres persones i també a nosaltres mateixos.

Font: ECO. (2007). Dinámicas para hacer grupo.","barcelona, cohesió, col·laboració, construcció, cooperació, descobriment, dinàmica de grup, equip, grup, hipòtesi, investigació, parelles, pista, pistes, professor, seguir, teorització, treball en equip","Construcció de coneixement, Cohesió i Cooperació",
Situació problema,"- S'exposa als alumnes una situació problemàtica, que posa sobre la taula alguns dels aspectes que es desenvolupen a la unitat didàctica.
- Els alumnes, individualment, dediquen uns minuts a cercar una possible solució.
- Després, en grup petit, discuteixen les diferents solucions i busquen una resposta consensuada.
- El professor tria a l'atzar un membre de cada grup perquè expliqui la o les solucions que han manejat.

Consells:

- Triar una situació problema que tingui una connexió evident amb la vida quotidiana dels alumnes.
- Assegurar-nos que la situació problema suposa un desafiament per a ell.
- Demaneu-li que generi almenys dues respostes diferents.
- Assegurar que de vegades tingui l'oportunitat de fer aquesta tècnica amb companys de nivell alt.

Font: CRA Los Olivos. (2017). Técnicas de aprendizaje cooperativo.

## Exemple
El professor planteja la següent situació problemàtica: ""La vostra escola està situada en un barri amb una alta concentració de tràfic i contaminació. Molts alumnes que viuen en aquest barri han començat a queixar-se de mals de cap i problemes de concentració. Com podríeu millorar la qualitat de l'aire al vostre barri?""

Cada estudiant dedica uns minuts a pensar en una possible solució a aquest problema i, després, es divideixen en grups petits. En aquests grups, discuteixen les diferents solucions i busquen una resposta consensuada.

Finalment, el professor tria a l'atzar un membre de cada grup perquè expliqui la o les solucions que han manejat. Algunes de les solucions que poden sortir en aquesta tècnica poden ser: promoure l'ús del transport públic o bicicletes en comptes de vehicles privats, millorar la qualitat dels filtres dels vehicles, promoure campanyes de conscienciació sobre la contaminació, plantar arbres al barri per millorar la qualitat de l'aire, etc.","alumnes, aplicació, cohesió, col·laboració, cooperació, decisió, dinàmica de grup, grup, metacognició, pensament crític, perspectiva, problema, problemes, professor, reflexió, reptes, rutina de pensament, situació, solucions, solució, treball en equip, tècnica","Resolució de problemes i Reptes, Pensament Crític i Metacognició, Cohesió i Cooperació",
Tiquet de sortida (exit ticket),"Aquesta activitat permet saber al professor què han après els alumnes durant una sessió de classe. Es fa abans de sortir de classe.

Consisteix a contestar unes preguntes d'aquest estil:

- Tres coses que vas aprendre.
- Dos dubtes o preguntes que et van quedar.
- Una apreciació o opinió sobre la classe.

Hi ha moltes variacions possibles, podeu veure més exemples en format editable a Orientacionandujar. (2019). EXIT TICKET editables PARA EVALUAR EL PROCESO.
","activació, activitat, classe, coneixements previs, exit, idees prèvies, preguntes, professor, recordar, repassar, sortida, ticket, tiquet",Activació de coneixements previs,
